Mã Tài Sản,Tên Thiết Bị,Danh Mục,Model/Kích Thước,Số Serial/Mã Lô,Phòng Ban,Vị Trí,Người Quản Lý,Trạng Thái,Nguyên Giá (VNĐ),Ngày Mua,Ghi Chú
AST-00615,Máy Nén Khí Piston 15HP #615,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-29238,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 84,Lê Vũ Tường,ACTIVE,34955200,2026-01-28,Tài sản mẫu kiểm thử số 615
AST-00616,Pallet Nhựa Xanh Lót Sàn #616,Pallet Nhựa,1100x1100x120mm,SN-2026-92865,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 60,Nguyễn Văn Hùng,ACTIVE,421540,2026-01-01,Tài sản mẫu kiểm thử số 616
AST-00617,Xe Nâng Điện Toyota 2.5 Tấn #617,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-49413,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 7,Phạm Thị Lan,SPARE,419960810,2026-01-02,Tài sản mẫu kiểm thử số 617
AST-00618,Pallet Nhựa Đen 1200x1000mm #618,Pallet Nhựa,1200x1000x150mm,SN-2026-50704,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 44,Nguyễn Văn Hùng,REPAIR,406420,2026-01-03,Tài sản mẫu kiểm thử số 618
AST-00619,Bộ Máy Hàn TIG Điện Tử 250A #619,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-25878,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 97,Nguyễn Thị Hoa,LOANED,12506460,2026-01-04,Tài sản mẫu kiểm thử số 619
AST-00620,Máy In Tem Nhãn QR Code Thermal #620,Thiết Bị IT,Xprinter XP-420B,SN-2026-56124,DEPT-IT,Tầng 4 - Phòng IT - Ô 72,Nguyễn Thị Hoa,REPAIR,2763740,2026-01-05,Tài sản mẫu kiểm thử số 620
AST-00621,Máy Điều Hòa Âm Trần Daikin 36000BTU #621,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-87705,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 31,Nguyễn Văn Hùng,LOANED,38003950,2026-01-06,Tài sản mẫu kiểm thử số 621
AST-00622,Laptop Dell Latitude 5440 i7 #622,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-56921,DEPT-IT,Tầng 4 - Phòng IT - Ô 82,Phạm Minh Đức,ACTIVE,22471520,2026-01-07,Tài sản mẫu kiểm thử số 622
AST-00623,Máy Điều Hòa Âm Trần Daikin 36000BTU #623,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-51066,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 35,Phạm Thị Lan,ACTIVE,37963480,2026-01-08,Tài sản mẫu kiểm thử số 623
AST-00624,Pallet Nhựa Xanh Lót Sàn #624,Pallet Nhựa,1100x1100x120mm,SN-2026-74017,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 22,Hoàng Văn Thái,LOANED,410020,2026-01-09,Tài sản mẫu kiểm thử số 624
AST-00625,Bộ Máy Hàn TIG Điện Tử 250A #625,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-10512,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 56,Trần Văn Nam,ACTIVE,12464470,2026-01-10,Tài sản mẫu kiểm thử số 625
AST-00626,Xe Nâng Điện Toyota 2.5 Tấn #626,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-61007,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 51,Lê Vũ Tường,ACTIVE,420001230,2026-01-11,Tài sản mẫu kiểm thử số 626
AST-00627,Ghế Xoay Lưới Công Trình Ergonomic #627,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-12380,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 74,Phạm Minh Đức,SPARE,1874410,2026-01-12,Tài sản mẫu kiểm thử số 627
AST-00628,Laptop Dell Latitude 5440 i7 #628,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-95624,DEPT-IT,Tầng 4 - Phòng IT - Ô 56,Nguyễn Văn Hùng,LOANED,22469240,2026-01-13,Tài sản mẫu kiểm thử số 628
AST-00629,Pallet Nhựa Xanh Lót Sàn #629,Pallet Nhựa,1100x1100x120mm,SN-2026-26295,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 75,Phạm Minh Đức,LOANED,394390,2026-01-14,Tài sản mẫu kiểm thử số 629
AST-00630,Ghế Xoay Lưới Công Trình Ergonomic #630,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-38054,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 8,Phạm Thị Lan,ACTIVE,1819360,2026-01-15,Tài sản mẫu kiểm thử số 630
AST-00631,Máy Điều Hòa Âm Trần Daikin 36000BTU #631,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-71692,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 88,Nguyễn Thị Hoa,ACTIVE,38006020,2026-01-16,Tài sản mẫu kiểm thử số 631
AST-00632,Máy Nén Khí Piston 15HP #632,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-82824,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 97,Hoàng Văn Thái,LOANED,34976130,2026-01-17,Tài sản mẫu kiểm thử số 632
AST-00633,Ghế Xoay Lưới Công Trình Ergonomic #633,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-30257,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 47,Nguyễn Văn Hùng,SPARE,1897800,2026-01-18,Tài sản mẫu kiểm thử số 633
AST-00634,Ghế Xoay Lưới Công Trình Ergonomic #634,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-94767,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 7,Phạm Minh Đức,ACTIVE,1858380,2026-01-19,Tài sản mẫu kiểm thử số 634
AST-00635,Pallet Gỗ Thông Xuất Khẩu Euro #635,Pallet Gỗ,1200x800x144mm,SN-2026-99555,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 19,Phạm Minh Đức,ACTIVE,231140,2026-01-20,Tài sản mẫu kiểm thử số 635
AST-00636,Màn Hình Dell UltraSharp 27 inch 4K #636,Thiết Bị IT,U2723QE,SN-2026-61281,DEPT-IT,Tầng 4 - Phòng IT - Ô 71,Nguyễn Thị Hoa,ACTIVE,12769120,2026-01-21,Tài sản mẫu kiểm thử số 636
AST-00637,Xe Nâng Điện Toyota 2.5 Tấn #637,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-42648,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 13,Nguyễn Thị Hoa,ACTIVE,419966580,2026-01-22,Tài sản mẫu kiểm thử số 637
AST-00638,Laptop Dell Latitude 5440 i7 #638,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-87273,DEPT-IT,Tầng 4 - Phòng IT - Ô 23,Lê Vũ Tường,REPAIR,22504420,2026-01-23,Tài sản mẫu kiểm thử số 638
AST-00639,Pallet Nhựa Đen 1200x1000mm #639,Pallet Nhựa,1200x1000x150mm,SN-2026-65844,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 66,Phạm Thị Lan,ACTIVE,493940,2026-01-24,Tài sản mẫu kiểm thử số 639
AST-00640,Máy Điều Hòa Âm Trần Daikin 36000BTU #640,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-99311,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 9,Phạm Thị Lan,SPARE,37990630,2026-01-25,Tài sản mẫu kiểm thử số 640
AST-00641,Máy In Tem Nhãn QR Code Thermal #641,Thiết Bị IT,Xprinter XP-420B,SN-2026-16184,DEPT-IT,Tầng 4 - Phòng IT - Ô 1,Phạm Thị Lan,ACTIVE,2835430,2026-01-26,Tài sản mẫu kiểm thử số 641
AST-00642,Pallet Nhựa Xanh Lót Sàn #642,Pallet Nhựa,1100x1100x120mm,SN-2026-94522,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 26,Nguyễn Văn Hùng,ACTIVE,412050,2026-01-27,Tài sản mẫu kiểm thử số 642
AST-00643,Màn Hình Dell UltraSharp 27 inch 4K #643,Thiết Bị IT,U2723QE,SN-2026-96253,DEPT-IT,Tầng 4 - Phòng IT - Ô 67,Lê Vũ Tường,ACTIVE,12784300,2026-01-28,Tài sản mẫu kiểm thử số 643
AST-00644,Máy Nén Khí Piston 15HP #644,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-44291,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 53,Lê Vũ Tường,LOANED,35010130,2026-01-01,Tài sản mẫu kiểm thử số 644
AST-00645,Pallet Nhựa 2 Mặt Tải Trọng Nặng #645,Pallet Nhựa,1200x1200x160mm,SN-2026-48559,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 5,Hoàng Văn Thái,LOANED,590690,2026-01-02,Tài sản mẫu kiểm thử số 645
AST-00646,Pallet Nhựa 2 Mặt Tải Trọng Nặng #646,Pallet Nhựa,1200x1200x160mm,SN-2026-75946,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 72,Phạm Minh Đức,SPARE,578050,2026-01-03,Tài sản mẫu kiểm thử số 646
AST-00647,Pallet Nhựa Xanh Lót Sàn #647,Pallet Nhựa,1100x1100x120mm,SN-2026-54380,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 82,Phạm Thị Lan,ACTIVE,425440,2026-01-04,Tài sản mẫu kiểm thử số 647
AST-00648,Pallet Nhựa Xanh Lót Sàn #648,Pallet Nhựa,1100x1100x120mm,SN-2026-79508,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 86,Lê Vũ Tường,ACTIVE,421120,2026-01-05,Tài sản mẫu kiểm thử số 648
AST-00649,Máy Nén Khí Piston 15HP #649,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-77618,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 36,Nguyễn Thị Hoa,ACTIVE,35004990,2026-01-06,Tài sản mẫu kiểm thử số 649
AST-00650,Ghế Xoay Lưới Công Trình Ergonomic #650,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-55681,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 33,Trần Văn Nam,ACTIVE,1800400,2026-01-07,Tài sản mẫu kiểm thử số 650
AST-00651,Màn Hình Dell UltraSharp 27 inch 4K #651,Thiết Bị IT,U2723QE,SN-2026-69196,DEPT-IT,Tầng 4 - Phòng IT - Ô 62,Nguyễn Thị Hoa,ACTIVE,12750980,2026-01-08,Tài sản mẫu kiểm thử số 651
AST-00652,Bộ Máy Hàn TIG Điện Tử 250A #652,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-52173,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 16,Lê Vũ Tường,ACTIVE,12540080,2026-01-09,Tài sản mẫu kiểm thử số 652
AST-00653,Pallet Gỗ Thông Xuất Khẩu Euro #653,Pallet Gỗ,1200x800x144mm,SN-2026-25753,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 64,Nguyễn Thị Hoa,ACTIVE,226470,2026-01-10,Tài sản mẫu kiểm thử số 653
AST-00654,Máy Điều Hòa Âm Trần Daikin 36000BTU #654,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-98670,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 91,Hoàng Văn Thái,ACTIVE,37992680,2026-01-11,Tài sản mẫu kiểm thử số 654
AST-00655,Ghế Xoay Lưới Công Trình Ergonomic #655,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-66949,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 63,Lê Vũ Tường,LOANED,1832570,2026-01-12,Tài sản mẫu kiểm thử số 655
AST-00656,Pallet Nhựa Đen 1200x1000mm #656,Pallet Nhựa,1200x1000x150mm,SN-2026-18701,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 1,Hoàng Văn Thái,SPARE,432690,2026-01-13,Tài sản mẫu kiểm thử số 656
AST-00657,Màn Hình Dell UltraSharp 27 inch 4K #657,Thiết Bị IT,U2723QE,SN-2026-93591,DEPT-IT,Tầng 4 - Phòng IT - Ô 1,Nguyễn Thị Hoa,ACTIVE,12833990,2026-01-14,Tài sản mẫu kiểm thử số 657
AST-00658,Máy Điều Hòa Âm Trần Daikin 36000BTU #658,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-98881,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 54,Nguyễn Thị Hoa,ACTIVE,38039020,2026-01-15,Tài sản mẫu kiểm thử số 658
AST-00659,Máy Nén Khí Piston 15HP #659,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-22459,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 55,Hoàng Văn Thái,SPARE,35036950,2026-01-16,Tài sản mẫu kiểm thử số 659
AST-00660,Bộ Máy Hàn TIG Điện Tử 250A #660,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-31853,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 42,Hoàng Văn Thái,ACTIVE,12534850,2026-01-17,Tài sản mẫu kiểm thử số 660
AST-00661,Pallet Gỗ Thông Xuất Khẩu Euro #661,Pallet Gỗ,1200x800x144mm,SN-2026-11948,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 96,Trần Văn Nam,ACTIVE,257090,2026-01-18,Tài sản mẫu kiểm thử số 661
AST-00662,Máy Nén Khí Piston 15HP #662,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-98709,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 71,Lê Vũ Tường,REPAIR,34969060,2026-01-19,Tài sản mẫu kiểm thử số 662
AST-00663,Màn Hình Dell UltraSharp 27 inch 4K #663,Thiết Bị IT,U2723QE,SN-2026-88532,DEPT-IT,Tầng 4 - Phòng IT - Ô 61,Nguyễn Thị Hoa,ACTIVE,12813080,2026-01-20,Tài sản mẫu kiểm thử số 663
AST-00664,Laptop Dell Latitude 5440 i7 #664,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-27856,DEPT-IT,Tầng 4 - Phòng IT - Ô 11,Hoàng Văn Thái,REPAIR,22514260,2026-01-21,Tài sản mẫu kiểm thử số 664
AST-00665,Pallet Nhựa 2 Mặt Tải Trọng Nặng #665,Pallet Nhựa,1200x1200x160mm,SN-2026-19236,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 48,Nguyễn Thị Hoa,REPAIR,616150,2026-01-22,Tài sản mẫu kiểm thử số 665
AST-00666,Laptop Dell Latitude 5440 i7 #666,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-10866,DEPT-IT,Tầng 4 - Phòng IT - Ô 93,Nguyễn Văn Hùng,ACTIVE,22465190,2026-01-23,Tài sản mẫu kiểm thử số 666
AST-00667,Laptop Dell Latitude 5440 i7 #667,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-20169,DEPT-IT,Tầng 4 - Phòng IT - Ô 67,Hoàng Văn Thái,ACTIVE,22502750,2026-01-24,Tài sản mẫu kiểm thử số 667
AST-00668,Ghế Xoay Lưới Công Trình Ergonomic #668,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-34166,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 57,Phạm Minh Đức,ACTIVE,1850370,2026-01-25,Tài sản mẫu kiểm thử số 668
AST-00669,Bộ Máy Hàn TIG Điện Tử 250A #669,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-76799,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 22,Trần Văn Nam,SPARE,12461110,2026-01-26,Tài sản mẫu kiểm thử số 669
AST-00670,Ghế Xoay Lưới Công Trình Ergonomic #670,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-73468,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 51,Hoàng Văn Thái,ACTIVE,1850770,2026-01-27,Tài sản mẫu kiểm thử số 670
AST-00671,Ghế Xoay Lưới Công Trình Ergonomic #671,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-26190,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 37,Nguyễn Thị Hoa,REPAIR,1827640,2026-01-28,Tài sản mẫu kiểm thử số 671
AST-00672,Màn Hình Dell UltraSharp 27 inch 4K #672,Thiết Bị IT,U2723QE,SN-2026-67284,DEPT-IT,Tầng 4 - Phòng IT - Ô 19,Nguyễn Thị Hoa,ACTIVE,12813570,2026-01-01,Tài sản mẫu kiểm thử số 672
AST-00673,Máy Nén Khí Piston 15HP #673,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-44463,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 47,Trần Văn Nam,LOANED,35005710,2026-01-02,Tài sản mẫu kiểm thử số 673
AST-00674,Pallet Nhựa 2 Mặt Tải Trọng Nặng #674,Pallet Nhựa,1200x1200x160mm,SN-2026-56094,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 78,Phạm Thị Lan,ACTIVE,642610,2026-01-03,Tài sản mẫu kiểm thử số 674
AST-00675,Xe Nâng Điện Toyota 2.5 Tấn #675,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-57612,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 44,Phạm Minh Đức,ACTIVE,420025920,2026-01-04,Tài sản mẫu kiểm thử số 675
AST-00676,Ghế Xoay Lưới Công Trình Ergonomic #676,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-97274,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 29,Trần Văn Nam,ACTIVE,1846660,2026-01-05,Tài sản mẫu kiểm thử số 676
AST-00677,Xe Nâng Điện Toyota 2.5 Tấn #677,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-40428,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 74,Nguyễn Văn Hùng,ACTIVE,419969430,2026-01-06,Tài sản mẫu kiểm thử số 677
AST-00678,Pallet Nhựa 2 Mặt Tải Trọng Nặng #678,Pallet Nhựa,1200x1200x160mm,SN-2026-47500,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 87,Lê Vũ Tường,ACTIVE,653860,2026-01-07,Tài sản mẫu kiểm thử số 678
AST-00679,Màn Hình Dell UltraSharp 27 inch 4K #679,Thiết Bị IT,U2723QE,SN-2026-66569,DEPT-IT,Tầng 4 - Phòng IT - Ô 56,Hoàng Văn Thái,LOANED,12769900,2026-01-08,Tài sản mẫu kiểm thử số 679
AST-00680,Pallet Nhựa Đen 1200x1000mm #680,Pallet Nhựa,1200x1000x150mm,SN-2026-37449,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 84,Trần Văn Nam,REPAIR,425020,2026-01-09,Tài sản mẫu kiểm thử số 680
AST-00681,Laptop Dell Latitude 5440 i7 #681,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-76234,DEPT-IT,Tầng 4 - Phòng IT - Ô 82,Hoàng Văn Thái,REPAIR,22539820,2026-01-10,Tài sản mẫu kiểm thử số 681
AST-00682,Pallet Nhựa Đen 1200x1000mm #682,Pallet Nhựa,1200x1000x150mm,SN-2026-37985,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 24,Phạm Thị Lan,ACTIVE,497630,2026-01-11,Tài sản mẫu kiểm thử số 682
AST-00683,Màn Hình Dell UltraSharp 27 inch 4K #683,Thiết Bị IT,U2723QE,SN-2026-14240,DEPT-IT,Tầng 4 - Phòng IT - Ô 44,Trần Văn Nam,ACTIVE,12823750,2026-01-12,Tài sản mẫu kiểm thử số 683
AST-00684,Laptop Dell Latitude 5440 i7 #684,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-37904,DEPT-IT,Tầng 4 - Phòng IT - Ô 63,Hoàng Văn Thái,LOANED,22476900,2026-01-13,Tài sản mẫu kiểm thử số 684
AST-00685,Ghế Xoay Lưới Công Trình Ergonomic #685,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-39882,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 41,Trần Văn Nam,ACTIVE,1879130,2026-01-14,Tài sản mẫu kiểm thử số 685
AST-00686,Màn Hình Dell UltraSharp 27 inch 4K #686,Thiết Bị IT,U2723QE,SN-2026-71969,DEPT-IT,Tầng 4 - Phòng IT - Ô 21,Nguyễn Thị Hoa,LOANED,12773580,2026-01-15,Tài sản mẫu kiểm thử số 686
AST-00687,Pallet Nhựa Xanh Lót Sàn #687,Pallet Nhựa,1100x1100x120mm,SN-2026-69374,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 8,Lê Vũ Tường,ACTIVE,386970,2026-01-16,Tài sản mẫu kiểm thử số 687
AST-00688,Pallet Nhựa Đen 1200x1000mm #688,Pallet Nhựa,1200x1000x150mm,SN-2026-18878,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 38,Nguyễn Thị Hoa,REPAIR,455370,2026-01-17,Tài sản mẫu kiểm thử số 688
AST-00689,Bộ Máy Hàn TIG Điện Tử 250A #689,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-98487,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 63,Nguyễn Văn Hùng,LOANED,12509990,2026-01-18,Tài sản mẫu kiểm thử số 689
AST-00690,Pallet Nhựa Đen 1200x1000mm #690,Pallet Nhựa,1200x1000x150mm,SN-2026-50991,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 74,Hoàng Văn Thái,ACTIVE,458510,2026-01-19,Tài sản mẫu kiểm thử số 690
AST-00691,Máy In Tem Nhãn QR Code Thermal #691,Thiết Bị IT,Xprinter XP-420B,SN-2026-62277,DEPT-IT,Tầng 4 - Phòng IT - Ô 97,Phạm Thị Lan,SPARE,2827100,2026-01-20,Tài sản mẫu kiểm thử số 691
AST-00692,Ghế Xoay Lưới Công Trình Ergonomic #692,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-64495,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 70,Trần Văn Nam,REPAIR,1823700,2026-01-21,Tài sản mẫu kiểm thử số 692
AST-00693,Ghế Xoay Lưới Công Trình Ergonomic #693,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-84851,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 15,Trần Văn Nam,ACTIVE,1829560,2026-01-22,Tài sản mẫu kiểm thử số 693
AST-00694,Pallet Nhựa 2 Mặt Tải Trọng Nặng #694,Pallet Nhựa,1200x1200x160mm,SN-2026-72613,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 23,Phạm Thị Lan,ACTIVE,589320,2026-01-23,Tài sản mẫu kiểm thử số 694
AST-00695,Máy Điều Hòa Âm Trần Daikin 36000BTU #695,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-61811,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 6,Nguyễn Thị Hoa,ACTIVE,37951750,2026-01-24,Tài sản mẫu kiểm thử số 695
AST-00696,Bộ Máy Hàn TIG Điện Tử 250A #696,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-89318,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 98,Lê Vũ Tường,ACTIVE,12532550,2026-01-25,Tài sản mẫu kiểm thử số 696
AST-00697,Ghế Xoay Lưới Công Trình Ergonomic #697,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-27871,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 28,Lê Vũ Tường,ACTIVE,1896760,2026-01-26,Tài sản mẫu kiểm thử số 697
AST-00698,Laptop Dell Latitude 5440 i7 #698,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-57753,DEPT-IT,Tầng 4 - Phòng IT - Ô 8,Phạm Thị Lan,LOANED,22466130,2026-01-27,Tài sản mẫu kiểm thử số 698
AST-00699,Máy In Tem Nhãn QR Code Thermal #699,Thiết Bị IT,Xprinter XP-420B,SN-2026-63967,DEPT-IT,Tầng 4 - Phòng IT - Ô 59,Trần Văn Nam,ACTIVE,2752940,2026-01-28,Tài sản mẫu kiểm thử số 699
AST-00700,Máy Nén Khí Piston 15HP #700,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-93143,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 75,Nguyễn Văn Hùng,ACTIVE,34993110,2026-01-01,Tài sản mẫu kiểm thử số 700
AST-00701,Bộ Máy Hàn TIG Điện Tử 250A #701,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-62753,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 44,Hoàng Văn Thái,ACTIVE,12494570,2026-01-02,Tài sản mẫu kiểm thử số 701
AST-00702,Màn Hình Dell UltraSharp 27 inch 4K #702,Thiết Bị IT,U2723QE,SN-2026-25381,DEPT-IT,Tầng 4 - Phòng IT - Ô 55,Lê Vũ Tường,SPARE,12813750,2026-01-03,Tài sản mẫu kiểm thử số 702
AST-00703,Màn Hình Dell UltraSharp 27 inch 4K #703,Thiết Bị IT,U2723QE,SN-2026-60532,DEPT-IT,Tầng 4 - Phòng IT - Ô 21,Hoàng Văn Thái,SPARE,12780330,2026-01-04,Tài sản mẫu kiểm thử số 703
AST-00704,Máy Điều Hòa Âm Trần Daikin 36000BTU #704,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-92802,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 47,Phạm Minh Đức,SPARE,37990880,2026-01-05,Tài sản mẫu kiểm thử số 704
AST-00705,Máy Điều Hòa Âm Trần Daikin 36000BTU #705,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-39716,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 63,Nguyễn Văn Hùng,ACTIVE,37950500,2026-01-06,Tài sản mẫu kiểm thử số 705
AST-00706,Ghế Xoay Lưới Công Trình Ergonomic #706,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-96134,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 58,Nguyễn Văn Hùng,ACTIVE,1821870,2026-01-07,Tài sản mẫu kiểm thử số 706
AST-00707,Máy Điều Hòa Âm Trần Daikin 36000BTU #707,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-74810,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 75,Phạm Minh Đức,ACTIVE,38037460,2026-01-08,Tài sản mẫu kiểm thử số 707
AST-00708,Laptop Dell Latitude 5440 i7 #708,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-91789,DEPT-IT,Tầng 4 - Phòng IT - Ô 2,Nguyễn Văn Hùng,ACTIVE,22523930,2026-01-09,Tài sản mẫu kiểm thử số 708
AST-00709,Laptop Dell Latitude 5440 i7 #709,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-50377,DEPT-IT,Tầng 4 - Phòng IT - Ô 10,Nguyễn Thị Hoa,ACTIVE,22515320,2026-01-10,Tài sản mẫu kiểm thử số 709
